maintenance_id,event_id,equipment_id,opened_at,closed_at,intervention_type,outcome,downtime_minutes,labor_hours,parts_cost_eur,parts_replaced_count,work_order_note,period
MNT-2026S1-1327,EVT-2026S1-0392,EQ-PRESS-117,2026-04-06T23:12:00Z,2026-04-07T01:08:00Z,replacement,follow_up_required,116,2.39,28.66,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1328,EVT-2026S1-0430,EQ-LIFT-330,2026-04-14T01:12:00Z,2026-04-14T04:35:00Z,corrective,no_fault_found,203,5.4,64.83,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1329,EVT-2026S1-0136,EQ-CONV-396,2026-02-24T15:46:00Z,2026-02-24T18:46:00Z,replacement,follow_up_required,180,5.56,468.26,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1330,EVT-2026S1-0362,EQ-CONV-182,2026-05-31T04:22:00Z,2026-05-31T06:09:00Z,inspection,monitoring,107,1.56,98.97,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1331,EVT-2026S1-0474,EQ-PUMP-214,2026-05-18T19:17:00Z,2026-05-18T22:16:00Z,calibration,parts_ordered,179,5.08,149.22,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1332,EVT-2026S1-0119,EQ-COMP-209,2026-02-28T04:31:00Z,,corrective,monitoring,139,2.91,253.53,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1333,EVT-2026S1-0221,EQ-PUMP-131,2026-03-27T16:32:00Z,2026-03-27T18:41:00Z,replacement,resolved,129,5.15,61.76,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1334,EVT-2026S1-0407,EQ-VALVE-377,2026-05-20T07:42:00Z,2026-05-20T08:37:00Z,preventive,parts_ordered,55,1.49,194.04,1,Compte rendu transmis à [email],2026-S1
MNT-2026S1-1335,EVT-2026S1-0166,EQ-OVEN-126,2026-01-27T02:18:00Z,2026-01-27T05:19:00Z,replacement,no_fault_found,181,4.54,300.59,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1336,EVT-2026S1-0020,EQ-OVEN-002,2026-03-05T10:32:00Z,2026-03-05T16:17:00Z,calibration,follow_up_required,345,5.5,529.45,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1337,EVT-2026S1-X009,EQ-COMP-233,2026-06-07T20:52:00Z,2026-06-07T23:04:00Z,corrective,monitoring,132,4.89,716.38,4,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1338,EVT-2026S1-X016,EQ-COMP-002,2026-05-26T18:02:00Z,2026-05-26T19:46:00Z,calibration,no_fault_found,104,2.49,29.87,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1339,EVT-2026S1-0494,EQ-CAB-134,2026-01-25T22:11:00Z,2026-01-26T02:20:00Z,calibration,follow_up_required,249,7.06,588.96,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1340,EVT-2026S1-0150,EQ-PUMP-250,2026-06-04T19:38:00Z,2026-06-04T22:11:00Z,corrective,follow_up_required,153,5.64,363.61,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1341,EVT-2026S1-0137,EQ-PUMP-107,2026-01-08T10:52:00Z,2026-01-08T13:24:00Z,corrective,resolved,152,2.89,289.26,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1342,EVT-2026S1-0059,EQ-COMP-149,2026-03-09T13:12:00Z,2026-03-09T17:29:00Z,inspection,parts_ordered,257,5.26,63.06,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1343,EVT-2026S1-0247,EQ-PRESS-117,2026-04-05T15:47:00Z,2026-04-05T22:12:00Z,replacement,resolved,385,8.8,184.28,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1344,EVT-2026S1-X027,EQ-CAB-134,2026-01-18T09:45:00Z,2026-01-18T12:37:00Z,replacement,parts_ordered,172,4.49,816.97,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1345,EVT-2026S1-X032,EQ-STEAM-341,2026-04-20T22:00:00Z,2026-04-20T23:54:00Z,inspection,resolved,114,1.98,23.72,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1346,EVT-2026S1-0396,EQ-CONV-256,2026-02-22T10:00:00Z,2026-02-22T13:35:00Z,inspection,resolved,215,4.66,369.32,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1347,EVT-2026S1-0250,EQ-PUMP-150,2026-01-04T21:25:00Z,2026-01-05T01:20:00Z,replacement,parts_ordered,235,4.09,103.14,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1348,EVT-2026S1-0443,EQ-ROBOT-173,2026-03-22T00:38:00Z,2026-03-22T02:00:00Z,corrective,resolved,82,2.87,,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1349,EVT-2026S1-0333,EQ-OVEN-163,2026-04-23T06:08:00Z,2026-04-23T07:09:00Z,corrective,no_fault_found,61,2.61,31.27,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1350,EVT-2026S1-0240,EQ-FAN-340,2026-03-25T15:04:00Z,2026-03-25T15:30:00Z,preventive,parts_ordered,26,2.15,177.53,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1351,EVT-2026S1-0054,EQ-PRESS-394,2026-01-11T18:04:00Z,2026-01-11T22:28:00Z,corrective,resolved,264,6.56,477.24,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1352,EVT-2026S1-0319,EQ-COMP-309,2026-03-14T14:22:00Z,2026-03-14T17:31:00Z,replacement,no_fault_found,189,4.16,49.95,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1353,EVT-2026S1-0082,EQ-CONV-102,2026-05-11T07:57:00Z,2026-05-11T10:17:00Z,corrective,no_fault_found,140,2.56,172.28,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1354,EVT-2026S1-0144,EQ-FAN-184,2026-03-13T13:21:00Z,2026-03-13T18:22:00Z,calibration,follow_up_required,301,6.21,283.76,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1355,EVT-2026S1-0118,EQ-ROBOT-198,2026-01-06T12:25:00Z,2026-01-06T14:01:00Z,replacement,parts_ordered,96,3.71,44.57,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1356,EVT-2026S1-0287,EQ-PRESS-257,2026-03-02T05:56:00Z,2026-03-02T11:07:00Z,corrective,no_fault_found,311,8.22,506.97,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1357,EVT-2026S1-0114,EQ-PRESS-154,2026-03-05T09:16:00Z,2026-03-05T14:42:00Z,preventive,no_fault_found,326,7.25,394.22,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1358,EVT-2026S1-0170,EQ-PUMP-170,2026-03-05T02:05:00Z,2026-03-05T04:58:00Z,replacement,no_fault_found,173,5.18,62.1,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1359,EVT-2026S1-0263,EQ-COMP-293,2026-05-22T19:27:00Z,2026-05-22T23:10:00Z,inspection,monitoring,223,4.66,313.01,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1360,EVT-2026S1-0339,EQ-COMP-229,2026-06-06T21:36:00Z,2026-06-06T23:18:00Z,inspection,follow_up_required,102,3.62,383.2,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1361,EVT-2026S1-0073,EQ-OVEN-303,2026-05-21T11:36:00Z,2026-05-21T11:51:00Z,calibration,no_fault_found,0,0.68,114.7,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1362,EVT-2026S1-X054,EQ-CHILL-188,2026-03-03T09:12:00Z,2026-03-03T12:03:00Z,preventive,resolved,171,5.94,263.26,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1363,EVT-2026S1-0098,EQ-ROBOT-278,2026-01-30T00:19:00Z,2026-01-30T02:38:00Z,inspection,monitoring,139,1.96,23.47,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1364,EVT-2026S1-0217,EQ-PUMP-387,2026-05-03T18:18:00Z,2026-05-03T21:14:00Z,replacement,monitoring,176,6.25,74.98,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1365,EVT-2026S1-X005,EQ-FAN-200,2026-05-25T05:27:00Z,2026-05-25T07:30:00Z,preventive,monitoring,123,1.44,17.3,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1366,EVT-2026S1-0119,EQ-COMP-209,2026-02-28T05:24:00Z,2026-02-28T07:39:00Z,replacement,no_fault_found,135,4.69,165.14,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1367,EVT-2026S1-0044,EQ-FAN-284,2026-02-23T23:17:00Z,2026-02-24T03:36:00Z,inspection,no_fault_found,259,6.44,338.13,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1368,EVT-2026S1-0325,EQ-ROBOT-375,2026-05-30T11:56:00Z,2026-05-30T16:32:00Z,inspection,parts_ordered,276,4.36,52.31,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1369,EVT-2026S1-0241,EQ-PUMP-351,2026-05-20T09:34:00Z,,preventive,resolved,151,3.63,43.6,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1370,EVT-2026S1-0130,EQ-PUMP-330,2026-03-04T04:57:00Z,2026-03-04T07:19:00Z,inspection,parts_ordered,142,5.62,265.78,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1371,EVT-2026S1-0421,EQ-DRYER-231,2026-02-23T16:01:00Z,2026-02-23T18:21:00Z,corrective,resolved,140,3.52,42.24,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1372,EVT-2026S1-X015,EQ-PRESS-277,2026-03-29T17:50:00Z,2026-03-29T18:18:00Z,preventive,monitoring,28,0.92,201.69,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1373,EVT-2026S1-0293,EQ-OVEN-323,2026-03-21T10:45:00Z,2026-03-21T12:33:00Z,corrective,parts_ordered,108,1.32,89.86,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1374,EVT-2026S1-0169,EQ-MIX-159,2026-01-12T22:38:00Z,2026-01-13T00:26:00Z,preventive,resolved,108,1.66,19.9,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1375,EVT-2026S1-0247,EQ-PRESS-117,2026-04-05T16:04:00Z,2026-04-05T19:40:00Z,calibration,follow_up_required,216,5.57,159.28,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1376,EVT-2026S1-0144,EQ-FAN-184,2026-03-13T12:14:00Z,2026-03-13T16:58:00Z,calibration,follow_up_required,284,7.75,202.13,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1377,EVT-2026S1-0276,EQ-CONV-136,2026-03-26T03:05:00Z,2026-03-26T06:01:00Z,inspection,monitoring,176,5.14,442.82,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1378,EVT-2026S1-0161,EQ-PUMP-371,2026-03-30T13:30:00Z,2026-03-30T17:09:00Z,calibration,monitoring,219,3.72,512.49,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1379,EVT-2026S1-0204,EQ-FAN-244,2026-01-19T14:37:00Z,2026-01-19T19:22:00Z,preventive,parts_ordered,285,6.84,129.36,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1380,EVT-2026S1-0294,EQ-PRESS-334,2026-03-02T03:49:00Z,2026-03-02T08:16:00Z,replacement,parts_ordered,267,6.79,152.67,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1381,EVT-2026S1-0166,EQ-OVEN-126,2026-01-27T00:20:00Z,2026-01-27T03:11:00Z,inspection,resolved,171,3.83,208.33,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1382,EVT-2026S1-0370,EQ-PUMP-270,2026-03-12T17:22:00Z,2026-03-12T20:19:00Z,preventive,parts_ordered,177,6.43,77.14,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1383,EVT-2026S1-0462,EQ-CHILL-382,2026-01-13T03:15:00Z,2026-01-13T06:01:00Z,replacement,no_fault_found,166,3.24,38.9,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1384,EVT-2026S1-0134,EQ-PRESS-374,2026-02-13T21:09:00Z,2026-02-14T00:55:00Z,preventive,no_fault_found,226,7.21,299.13,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1385,EVT-2026S1-0462,EQ-CHILL-382,2026-01-13T01:47:00Z,2026-01-13T04:46:00Z,inspection,follow_up_required,179,5.02,137.87,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1386,EVT-2026S1-0186,EQ-OVEN-346,2026-03-30T03:41:00Z,2026-03-30T06:18:00Z,calibration,parts_ordered,157,4.79,298.25,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1387,EVT-2026S1-0207,EQ-PRESS-277,2026-05-27T03:51:00Z,2026-05-27T08:09:00Z,corrective,monitoring,258,6.76,235.95,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1388,EVT-2026S1-0026,EQ-CONV-002,2026-05-31T23:51:00Z,2026-06-01T02:51:00Z,preventive,follow_up_required,180,4.93,59.15,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1389,EVT-2026S1-0414,EQ-GEAR-154,2026-05-07T04:10:00Z,2026-05-07T07:33:00Z,replacement,no_fault_found,203,3.89,173.35,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1390,EVT-2026S1-0412,EQ-GEAR-132,2026-06-01T22:25:00Z,2026-06-02T00:33:00Z,calibration,follow_up_required,128,3.88,314.49,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1391,EVT-2026S1-0388,EQ-CHILL-168,2026-03-20T06:21:00Z,2026-03-20T08:15:00Z,inspection,resolved,114,4.26,685.59,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1392,EVT-2026S1-0411,EQ-GEAR-121,2026-01-29T10:50:00Z,2026-01-29T13:50:00Z,preventive,resolved,180,3.94,188.18,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1393,EVT-2026S1-0404,EQ-MOTOR-344,2026-01-27T14:13:00Z,2026-01-27T17:14:00Z,inspection,no_fault_found,181,2.67,408.35,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1394,EVT-2026S1-X040,EQ-FAN-304,2026-04-02T05:59:00Z,2026-04-02T08:43:00Z,replacement,follow_up_required,164,4.61,522.71,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1395,EVT-2026S1-0295,EQ-SENSOR-345,2026-05-11T22:29:00Z,2026-05-12T00:48:00Z,calibration,follow_up_required,139,2.18,26.18,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1396,EVT-2026S1-0408,EQ-VALVE-388,2026-04-12T09:09:00Z,2026-04-12T09:55:00Z,inspection,parts_ordered,46,1.93,172.86,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1397,EVT-2026S1-0151,EQ-CAB-134,2026-06-18T21:46:00Z,2026-06-18T23:59:00Z,preventive,resolved,133,2.6,31.19,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1398,EVT-2026S1-0156,EQ-CONV-316,2026-02-28T15:23:00Z,2026-02-28T18:22:00Z,replacement,follow_up_required,179,4.08,306.61,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1399,EVT-2026S1-0412,EQ-GEAR-132,2026-06-01T23:01:00Z,2026-06-02T01:13:00Z,inspection,resolved,132,2.67,301.8,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1400,EVT-2026S1-0259,EQ-COMP-249,2026-03-25T12:16:00Z,2026-03-25T15:38:00Z,inspection,follow_up_required,202,3.21,38.54,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1401,EVT-2026S1-0352,EQ-PUMP-331,2026-03-19T10:38:00Z,2026-03-19T11:39:00Z,inspection,no_fault_found,61,2.73,32.81,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1402,EVT-2026S1-X039,EQ-CONV-376,2026-04-28T00:17:00Z,2026-04-28T01:31:00Z,inspection,resolved,74,2.28,238.46,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1403,EVT-2026S1-0454,EQ-MIX-294,2026-05-11T01:47:00Z,2026-05-11T03:52:00Z,corrective,follow_up_required,125,2.83,34.01,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1404,EVT-2026S1-0209,EQ-MIX-299,2026-01-24T15:25:00Z,2026-01-24T16:37:00Z,calibration,monitoring,72,2.67,32.06,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1405,EVT-2026S1-0284,EQ-FAN-224,2026-05-17T15:00:00Z,2026-05-17T20:16:00Z,calibration,follow_up_required,316,7.48,699.81,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1406,EVT-2026S1-0365,EQ-ROBOT-215,2026-01-05T09:00:00Z,,corrective,no_fault_found,178,3.87,226.2,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1407,EVT-2026S1-0045,EQ-ROBOT-295,2026-06-01T08:51:00Z,2026-06-01T12:29:00Z,calibration,follow_up_required,218,5.87,714.04,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1408,EVT-2026S1-0417,EQ-PACK-187,2026-04-30T07:58:00Z,2026-04-30T09:23:00Z,calibration,resolved,85,2.61,269.67,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1409,EVT-2026S1-0418,EQ-PACK-198,2026-02-05T02:40:00Z,2026-02-05T03:34:00Z,preventive,parts_ordered,54,1.63,475.27,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1410,EVT-2026S1-0103,EQ-COMP-333,2026-02-14T02:44:00Z,2026-02-14T06:20:00Z,preventive,resolved,216,3.66,194.42,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1411,EVT-2026S1-0265,EQ-ROBOT-315,2026-03-25T00:52:00Z,2026-03-25T05:14:00Z,corrective,parts_ordered,262,5.65,302.86,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1412,EVT-2026S1-0457,EQ-VALVE-327,2026-04-05T16:30:00Z,2026-04-05T17:21:00Z,corrective,monitoring,51,2.09,25.13,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1413,EVT-2026S1-0354,EQ-PRESS-394,2026-04-07T11:12:00Z,2026-04-07T16:00:00Z,preventive,resolved,288,6.67,577.37,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1414,EVT-2026S1-0143,EQ-COMP-173,2026-02-19T19:08:00Z,2026-02-19T23:10:00Z,inspection,parts_ordered,242,5.77,69.22,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1415,EVT-2026S1-0275,EQ-SENSOR-125,2026-05-18T11:42:00Z,2026-05-18T13:50:00Z,calibration,monitoring,128,3.4,40.85,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1416,EVT-2026S1-X028,EQ-PUMP-350,2026-05-09T10:21:00Z,2026-05-09T15:22:00Z,corrective,no_fault_found,301,6.06,631.72,3,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1417,EVT-2026S1-0172,EQ-OVEN-223,2026-06-13T11:00:00Z,2026-06-13T12:26:00Z,corrective,resolved,86,0.25,3.0,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1418,EVT-2026S1-0421,EQ-DRYER-231,2026-02-23T16:30:00Z,2026-02-23T18:45:00Z,calibration,follow_up_required,135,2.51,288.34,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1419,EVT-2026S1-0272,EQ-MIX-259,2026-05-11T15:36:00Z,2026-05-11T16:20:00Z,corrective,monitoring,44,1.5,18.03,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1420,EVT-2026S1-0040,EQ-CONV-003,2026-01-24T08:39:00Z,2026-01-24T09:51:00Z,corrective,resolved,72,2.65,141.67,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1421,EVT-2026S1-0143,EQ-COMP-173,2026-02-19T18:14:00Z,2026-02-19T21:41:00Z,inspection,monitoring,207,4.69,177.43,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1422,EVT-2026S1-0085,EQ-ROBOT-135,2026-01-21T09:52:00Z,2026-01-21T12:31:00Z,corrective,monitoring,159,4.47,149.83,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1423,EVT-2026S1-0275,EQ-SENSOR-125,2026-05-18T13:03:00Z,2026-05-18T14:47:00Z,calibration,parts_ordered,104,0.32,3.83,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1424,EVT-2026S1-0080,EQ-FAN-380,2026-03-06T09:04:00Z,2026-03-06T09:19:00Z,preventive,follow_up_required,7,1.69,132.62,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1425,EVT-2026S1-0302,EQ-CONV-122,2026-04-15T10:47:00Z,2026-04-15T12:08:00Z,inspection,parts_ordered,81,1.72,20.59,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1426,EVT-2026S1-0206,EQ-OVEN-266,2026-05-08T20:28:00Z,2026-05-08T23:12:00Z,corrective,resolved,164,3.57,202.58,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1427,EVT-2026S1-0314,EQ-PRESS-254,2026-06-03T08:02:00Z,2026-06-03T12:19:00Z,inspection,parts_ordered,257,8.52,498.38,4,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1428,EVT-2026S1-0043,EQ-COMP-273,2026-05-07T07:15:00Z,2026-05-07T11:16:00Z,inspection,resolved,241,4.32,51.87,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1429,EVT-2026S1-0220,EQ-FAN-120,2026-03-30T00:02:00Z,2026-03-30T01:49:00Z,calibration,follow_up_required,107,0.87,10.44,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1430,EVT-2026S1-0419,EQ-PACK-209,2026-02-10T02:35:00Z,2026-02-10T05:12:00Z,calibration,no_fault_found,157,3.69,44.29,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1431,EVT-2026S1-0298,EQ-ROBOT-378,2026-05-04T08:57:00Z,2026-05-04T11:40:00Z,preventive,no_fault_found,163,2.17,455.91,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1432,EVT-2026S1-0104,EQ-FAN-344,2026-05-29T10:30:00Z,2026-05-29T14:51:00Z,corrective,parts_ordered,261,6.09,265.53,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1433,EVT-2026S1-0002,EQ-CONV-003,2026-05-22T15:45:00Z,2026-05-22T17:59:00Z,replacement,parts_ordered,134,4.19,206.35,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1434,EVT-2026S1-0279,EQ-COMP-169,2026-03-02T14:14:00Z,2026-03-02T17:39:00Z,inspection,monitoring,205,5.37,104.65,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-1435,EVT-2026S1-0301,EQ-PUMP-111,2026-04-12T19:49:00Z,2026-04-12T23:51:00Z,calibration,no_fault_found,242,3.89,99.42,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1436,EVT-2026S1-X005,EQ-FAN-200,2026-05-25T07:11:00Z,2026-05-25T08:23:00Z,replacement,follow_up_required,72,2.88,34.56,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1437,EVT-2026S1-X002,EQ-ROBOT-175,2026-04-21T22:14:00Z,2026-04-22T00:00:00Z,corrective,follow_up_required,106,2.46,29.49,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1438,EVT-2026S1-0493,EQ-CAB-123,2026-04-26T22:42:00Z,2026-04-27T04:02:00Z,calibration,parts_ordered,320,6.11,398.24,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1439,EVT-2026S1-0056,EQ-CONV-116,2026-03-10T18:32:00Z,2026-03-10T21:12:00Z,replacement,parts_ordered,160,4.28,220.31,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1440,EVT-2026S1-0305,EQ-ROBOT-155,2026-03-13T05:05:00Z,2026-03-13T08:22:00Z,preventive,monitoring,197,4.57,54.78,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1441,EVT-2026S1-0347,EQ-PRESS-317,2026-02-27T17:05:00Z,2026-02-27T21:19:00Z,calibration,follow_up_required,254,8.03,1014.04,4,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1442,EVT-2026S1-X053,EQ-SENSOR-205,2026-03-16T22:23:00Z,2026-03-16T23:58:00Z,replacement,resolved,95,4.63,55.55,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1443,EVT-2026S1-0357,EQ-PUMP-127,2026-05-25T08:17:00Z,,preventive,resolved,235,3.83,45.91,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-1444,EVT-2026S1-0313,EQ-OVEN-243,2026-04-19T17:25:00Z,2026-04-19T18:19:00Z,replacement,resolved,54,0.25,114.99,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-1445,EVT-2026S1-0474,EQ-PUMP-214,2026-05-18T20:03:00Z,2026-05-18T22:52:00Z,preventive,monitoring,169,4.63,213.51,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-1446,EVT-2026S1-0125,EQ-ROBOT-275,2026-04-08T04:15:00Z,2026-04-08T07:57:00Z,calibration,resolved,222,5.52,205.25,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1447,EVT-2026S1-X021,EQ-FAN-002,2026-06-02T07:06:00Z,2026-06-02T07:53:00Z,inspection,monitoring,47,2.01,226.42,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-1448,EVT-2026S1-0161,EQ-PUMP-371,2026-03-30T15:46:00Z,2026-03-30T17:55:00Z,calibration,parts_ordered,129,4.11,49.3,0,Intervention préventive conforme au plan.,2026-S1
